p0,p1,p10,p11,p12,p13,p14,p15,p16,p2,p3,p4,p5,p6,p7,p8,p9,objective,elapsed_sec
20000,100,SiLU,tanh,800,200,40,20,10,0.0005,0.2,Adam,0.0001,xavier,tanh,tanh,ELU,-1.1793,597.3575899600983
